search_role,title,company,location,description,salary_min,salary_max,created,category
data analyst,Business Data Analyst,IMI,"Bangalore, Karnataka","Role Overview The Business Data Analyst will play a key role in transforming IMI’s monthly and forecast reporting by developing dynamic dashboards and reports using Power BI. This position will enhance visibility and decision-making across IMI Sector Operations by delivering automated, insightful analytics that drive efficiency and clarity. The ideal candidate will bring strong Power BI expertise and a passion for continuous improvement in reporting tools, processes, and analysis. Familiarity w…",,,2025-12-09T09:01:30Z,IT Jobs
data analyst,Senior Data Analyst,sugar.fit,"Bangalore, Karnataka","About the job Founded in 2021, Sugarfit provides a “Personalized evidence-based path to Type 2 and Pre-Diabetes Reversal & management”. Sugarfit leverages a precision health platform combining CGM sensors, Machine Learning, and Medical Science to improve human metabolic health and reverse chronic disease through precision nutrition, progressive fitness and behavioral health advice. We are eager to leverage the power of technology to help people live normal lives. We are looking for true-blue pr…",,,2025-12-21T08:12:40Z,IT Jobs
data analyst,Senior Data Analyst,Zeno Health,"Mumbai, Maharashtra","Role Overview The candidate will collaborate closely with business users to understand their data needs, translate requirements into technical specifications, and deliver effective data solutions. The role includes performing root cause analysis, building dashboards, conducting business process assessments, and mentoring junior analysts. Key Responsibilities Collaborate closely with business users to understand their data needs, translate requirements into technical specifications, and deliver …",,,2025-12-20T09:04:46Z,IT Jobs
data analyst,Sr. Data Analyst,thinkbridge,"Pune, Maharashtra","We are seeking an experienced Sr. Data Analyst with 6 years of relevant experience for developing Power BI dashboards, building complex SQL queries, optimizing databases, and creating robust data models. Skilled in integrating diverse data sources, implementing DAX , ensuring data governance, and delivering actionable insights by collaborating closely with business stakeholders. About think bridge We are a global digital product development firm that helps growth-stage companies gain the techno…",,,2025-12-25T13:40:45Z,IT Jobs
data analyst,Senior Data Analyst,Yulu,India,"About Yulu Yulu is India’s largest shared electric mobility-as-a-service company. Yulu’s mission is to reduce traffic congestion and air pollution by running smart, shared, and small-sized electric vehicles. A mission-driven & seasoned founding team leads Yulu and has won several prestigious awards for its impact and innovation. Yulu is currently enabling daily commuters for short-distance movements and helping gig workers deliver goods for the last mile with its eco-friendly rides at pocket-fr…",,,2025-12-21T08:16:19Z,IT Jobs
data analyst,Senior Data Analyst,Pro5.ai,India,"Reporting Line • Reports to Senior Manager of Data Analytics Purpose Our client is seeking a highly skilled Senior Data Analyst to join their Data Analytics Team. The successful candidate will act as the guardian of data accuracy and system reliability. This role focuses on investigating and resolving complex data discrepancies, performing root cause analysis across data pipelines from SAP and BigQuery to Looker and PowerBI, and handling insight extraction across various data sources. The role …",,,2025-12-25T13:39:59Z,IT Jobs
data analyst,Litigation Data Analyst,KLDiscovery,India,"Job Description KLDiscovery, a leading global provider of electronic discovery, information governance and data recovery services, is currently seeking a Hosting Data Analyst/Litigation Support Analyst. The candidate will have an experience working in an office environment as well as using E-Discovery tools such as relativity, handling data, and customers. This position does not require any license or certification in order to be considered. We welcome all interested candidates to apply. This i…",,,2025-12-18T02:39:07Z,IT Jobs
data analyst,Senior Data Analyst,Ferguson,"Bangalore, Karnataka","About Ferguson: Since 1953, Ferguson has been a source of quality supplies for a variety of industries. Together We Build Better infrastructure, better homes and better businesses. We exist to make our customers complex projects simple, successful, and sustainable. We proactively solve problems, adapt and grow to continuously serve our customers, communities and each other. Ferguson is proud to provide best-in-class products, service and capabilities across the following industries: Commercial/…",,,2025-11-04T07:00:09Z,IT Jobs
data analyst,Senior Data Analyst,Latinem Private Limited,"Hyderabad, Telangana","Job Summary: The Senior Database Analyst plays a critical role in ensuring data integrity, optimizing database performance, and delivering analytical insights to support strategic business decisions. This role involves advanced data modelling, database development, performance tuning, and collaborating with cross-functional teams to turn raw data into actionable intelligence. Key Responsibilities: Design, implement, and optimize complex SQL queries, stored procedures, and data models for report…",,,2025-12-03T09:00:05Z,IT Jobs
data analyst,Lead Data Analyst,SPIRO,"Bangalore, Karnataka","Job Title: Senior Data Analytics About the Role Spiro is seeking a highly skilled and strategic Senior Data Analytics professional to lead our data-driven decision-making across customer experience. You will play a pivotal role in shaping how Spiro measures success, optimizes processes, and scales efficiently. This role requires a blend of strong technical acumen, analytical thinking, and business understanding to turn complex data into actionable insights and strategies. If you are a proactive…",,,2025-11-28T09:40:33Z,IT Jobs
data analyst,Business Data Analyst,EXL,India,"Key Role and Responsibilities: Act as liaison between the technical and business teams. Should be able to connect with Client SME & understand Functionality, Data Should be able to do Data Profiling - Understand the quality of Data and critical Data elements- How to standardize Reference, and master data across systems Work Data mapping, Data lineage docs, data models, and design docs that allow stakeholders to understand data mappings & transformations Must Have: 5  years of work experience in…",,,2025-12-25T13:39:22Z,IT Jobs
data analyst,Intern - Data Analyst,HexaHealth,"Delhi, India","Job Title: Automation & Data Intern – Health Insurance Operations Location: Gurgaon Type: Internship (Full‑time, 3 months, with possibility of extension based on performance) Role summary: The Automation & Data Intern will work closely with the operations and claims teams to identify manual, repetitive activities and convert them into automated, data‑driven solutions. The role involves building Python‑based tools, SQL queries, dashboards and basic ML prototypes to improve efficiency, accuracy a…",,,2025-12-25T13:37:55Z,IT Jobs
data analyst,Senior Data Analyst,Concentrix,"Bangalore, Karnataka","Data & Business Intelligence Job Description Responsibilities: ● Lead data-driven recommendations and insights to support strategic projects across Central Operations ● Lead cross-functional teams in specific initiatives; recognizes dependencies between teams; drive and clarify ownership of those dependencies ● Understand the business, track operational performance, provide insights and recommendations ● Support company-wide programs through ownership of analytical projects ● Establish strong w…",,,2025-12-06T01:27:02Z,IT Jobs
data analyst,Senior Data Analyst,UST,"Pune, Maharashtra","*Local to Pune Only* Job Description : Utility (electricity, gas… etc.) Tariff Analyst is responsible for creating, testing, and maintaining precise and accurate calculation models of utility tariff that guide billing and analysis for utility customers using proprietary tools. These Models will form the core of the end products, hence must be precise & Accurate. To achieve this Utility Tariff Analysts must be detail-focused, willing to work hard & quickly learn new tools & knowledge. The role r…",,,2025-12-06T09:45:31Z,IT Jobs
